Listing_Address,Zip_code,Listing_Status,Listing_Type,Price,Sold_Date,Num_Bedrooms,Num_Bathrooms,Sqft,Parking,Hoa_Fees,Year_Built
737 W Randolph St,,Sold,Apartment,7000000,12/04/19,2,2,,Y,N/A,1909
2332 W Huron St UNIT 2W,,Sold,Condo,390000,05/02/20,2,2,1500,Y,250,1930
2048 W Race Ave,,Sold,Single Family,799000,09/19/19,4,4,3000,Y,N/A,2010
2351 W Maypole Ave,,Sold,N/A,25000,04/27/20,2,N/A,N/A,N/A,N/A,N/A
522 N Western Ave #401,,Sold,Condo,589000,06/15/20,3,2,1580,Y,197,2019
215 N Aberdeen St UNIT 609B,,Sold,Condo,775000,11/06/19,2,2,,N,433,1918
None,,,Condo,N/A,"$668,002",4,3,2650,Y,225,2010
1156 W Ohio St #3W,,Sold,Condo,795000,06/19/20,4,3,2050,Y,248,2020
422 N Noble St APT 4,,Sold,Condo,494500,03/31/20,2,2,1500,Y,200,2000
2258 W Huron St #1,,Sold,Condo,400000,03/16/20,,--,,N,415,1914
400 N Racine Ave APT 106,,Sold,Condo,730000,09/10/19,2,1,,Y,N/A,1990
504 N Hermitage Ave #3S,,Sold,Condo,585000,08/17/20,3,2,No Data,Y,217,2020
1632 W Erie St #3,,Sold,Condo,515000,01/30/20,3,2,1700,N,194,1999
2454 W Ohio St,,Sold,Single Family,1452000,09/27/19,5,4,4200,Y,N/A,2019
1517 W Superior St #1,,Sold,Condo,537500,08/12/19,,--,,N,N/A,Data
456 N May St #2,,Sold,Condo,654000,08/10/20,3,2,No Data,Y,150,2020
1910 W Superior St #P-3,,Sold,Single Family,354000,07/13/20,,--,,N,N/A,1891
525 N Ada St APT 11,,Sold,Condo,315000,06/15/20,2,1,1020,Y,358,1914
None,,,Single Family,N/A,",256,214",5,4,4200,Y,N/A,2017
514 N Armour St APT 2R,,Sold,Condo,247000,11/04/19,1,1,No Data,Y,200,2016
1609 W Ohio St,,Sold,Single Family,1550000,10/03/19,6,6,3720,Y,N/A,2018
2728 W Maypole Ave,,Sold,Single Family,95000,09/04/19,3,1,,N,1444,1882
737 W Washington Blvd APT 2203,,Sold,Condo,575000,11/06/19,2,3,1512,Y,836,2003
1461 W Grand Ave APT 1,,Sold,Condo,637500,08/07/20,4,3,2700,Y,171,2006
215 N Aberdeen St UNIT 503B,,Sold,Condo,362500,10/18/19,2,2,No Data,Y,433,2001
1633 W Huron St APT 3F,,Sold,Condo,355000,07/31/20,2,1,1200,Y,215,1899
1636 W Erie St APT 3W,,Sold,Condo,600000,09/01/20,3,3,2500,Y,297,1998
312 N May St #S-3,,Sold,Condo,32000,04/28/20,2,2,,N,1203,1939
544 N Paulina St #1,,Sold,Condo,600000,08/03/20,3,2,2150,Y,383,Data
1437 W Grand Ave #PHN,,Sold,Condo,1030000,04/08/20,4,3,3000,Y,245,2019
912 W Kinzie St,,Sold,Single Family,7800000,12/23/19,,--,,N,N/A,2003
1731 W Erie St APT 3,,Sold,Condo,605000,01/17/20,2,2,No Data,Y,175,2019
1921 W Erie St,,Sold,Single Family,1430000,03/27/20,6,4,No Data,Y,N/A,2020
2116 W Race Ave,,Sold,Single Family,1175000,07/27/20,5,4,3334,Y,N/A,2019
737 W Washington Blvd #P2060,,Sold,Single Family,570000,05/14/20,,--,,N,836,2000
2238 W Maypole Ave UNIT 202,,Sold,Condo,303000,07/30/20,3,2,1948,Y,331,2007
1905 W Huron St APT 1,,Sold,Multi Family,2300,08/01/19,2,2,,N,N/A,Data
1513 W Ohio St #1W,,Sold,Condo,755000,09/18/20,4,3,No Data,Y,220,2020
744 N Willard Ct APT 202,,Sold,Condo,386000,10/01/19,2,2,No Data,Y,276,1998
455 N Elizabeth St,,Sold,N/A,2150000,01/01/20,2,N/A,N/A,N/A,N/A,N/A
2416 W Ohio St,,Sold,Single Family,480000,09/01/20,2,2,1744,Y,N/A,1900
737 W Washington Blvd #P427,,Sold,Single Family,575000,11/06/19,,--,,N,105,2000
522 N Elizabeth St APT 2N,,Sold,Condo,355000,07/26/20,2,2,1050,Y,249,1999
756 N Leavitt St APT 2NE,,Sold,Condo,635000,09/16/19,,--,,N,N/A,Data
720 N Ada St #3,,Sold,Condo,820000,08/09/19,3,2,2381,Y,249,2019
1746 W Huron St APT 4E,,Sold,Condo,465000,09/17/20,2,2,1500,Y,269,1889
1746 W Huron St,,Sold,Condo,470000,05/22/20,2,2,1500,Y,266,1889
610 N Damen Ave,,Sold,Single Family,545000,08/05/20,3,4,2000,Y,N/A,2002
2455 W Ohio St UNIT 6W,,Sold,Townhouse,440000,11/18/19,2,3,2300,Y,219,1999
2005 W Huron St #2,,Sold,Condo,949000,08/12/19,3,4,2800,Y,195,2019
462 N May St #3,,Sold,Condo,1430000,01/07/20,3,4,3000,Y,N/A,2018
737 W Washington Blvd APT 1604,,Sold,Condo,540000,09/04/19,2,2,1328,Y,675,2003
1203 W Superior St #1B,,Sold,Condo,752500,03/13/20,3,3,2900,Y,240,2019
2675 W Grand Ave #105,,Sold,Condo,1500000,07/31/19,,--,,N,193,1946
1947 W Grand Ave,,Sold,Multi Family,412000,09/13/19,4,2,No Data,Y,N/A,1887
740 W Fulton St APT 1403,,Sold,Condo,928000,01/12/20,3,3,2100,Y,1157,2009
1859 Chicago,,Sold,Multi Family,1650000,10/02/19,9,6,8700,N,N/A,Data
1359 W Grand Ave APT 3,,Sold,Condo,525000,05/19/20,3,2,1900,Y,250,2003
720 W Randolph St APT 1104,,Sold,Condo,310000,04/23/20,1,2,No Data,Y,387,2003
910 W Randolph St,,Sold,Single Family,1750000,12/29/19,,--,,N,N/A,1879
1436 W Randolph St,,Sold,Single Family,5500000,07/19/20,,--,,N,N/A,1929
1951 W Erie St,,Sold,Single Family,1162000,08/05/19,4,4,2434,Y,N/A,2016
1360 W Hubbard St APT 1W,,Sold,Condo,530000,03/16/20,3,3,2775,Y,384,2004
1640 W Ohio St APT 1F,,Sold,Condo,340000,08/05/19,2,2,1300,N,110,2012
215 N Aberdeen St UNIT 310A,,Sold,Condo,317000,09/02/19,1,1,822,Y,383,Data
1734 W Grand Ave,,Sold,Multi Family,1100000,12/27/19,4,4,No Data,Y,N/A,1917
2124 W Ohio St,,Sold,Single Family,899900,07/23/20,3,4,3000,Y,N/A,1997
522 N Western Ave #403,,Sold,Condo,649000,12/06/19,3,2,1640,Y,285,2019
525 N Ada ##36,,Sold,Condo,315000,09/01/20,1,1,1000,N,N/A,Data
1533 W Superior St #2SN,,Sold,Condo,750000,04/21/20,4,3,No Data,Y,135,2019
1914 W Hubbard St,,Sold,N/A,2850000,01/09/20,3,N/A,N/A,N/A,N/A,N/A
1829 W Superior St,,Sold,Single Family,822000,01/16/20,4,4,4000,Y,N/A,1870
None,,,Single Family,N/A,",031,516",5,4,No Data,Y,N/A,1884
2506 W Washington Blvd,,Sold,N/A,100000,10/14/19,2,N/A,N/A,N/A,N/A,N/A
742 N Western Ave APT 3S,,Sold,Condo,402000,03/02/20,2,2,No Data,Y,188,2014
1929 W Erie,,Sold,Single Family,1325000,09/15/20,5,3.,No Data,N,N/A,2016
None,,,Contact manager,N/A,N/A,2,2,,Pets:No,N/A,ment
1118 W Fulton Market APT 201,,Sold,Condo,349000,07/19/20,2,2,,Y,513,1923
1050 W Hubbard St APT 3B,,Sold,Condo,882500,08/14/20,3,3,2150,Y,637,Data
728 N Elizabeth St #2,,Sold,Condo,790000,08/12/20,3,3,No Data,Y,185,2020
720 N Ada St UNIT 3,,Sold,Apartment,430000,12/26/19,2,2.,,Y,N/A,1974
2059 W Ohio St,,Sold,Multi Family,280000,11/03/19,5,2,No Data,N,N/A,1888
1324 W Huron St APT 3R,,Sold,Condo,191000,10/09/19,1,1,750,N,113,1889
1437 W Grand Ave #S,,Sold,Condo,965000,04/07/20,4,3,3000,Y,190,2019
1640 W Ohio St APT 2,,Sold,Condo,363000,02/21/20,2,2,1200,N,150,1879
1330 W Hubbard St #1,,Sold,Condo,479000,11/07/19,3,3,2000,Y,190,2006
1810 W Huron St #20,,Sold,Single Family,691000,08/12/19,3,2,2200,Y,N/A,1874
1156 W Ohio St #1E,,Sold,Condo,595000,05/18/20,3,3,2100,Y,173,2020
1226 W Ohio St #2,,Sold,Condo,500550,08/27/20,2,2,1183,Y,180,2016
721 W Court Pl,,Sold,Single Family,7000000,12/04/19,,--,,N,N/A,1889
1050 W Hubbard St APT 1B,,Sold,Condo,435000,10/01/19,2,2,,N,414,2015
1000 W Washington Blvd UNIT 232,,Sold,Multi Family,320000,07/06/20,1,1,,Y,478,1882
1050 W Hubbard St APT 1B,,Sold,Condo,435000,10/01/19,2,2,No Data,Y,469,Data
2250 W Ohio St APT 106,,Sold,Condo,305000,09/18/20,2,1,1000,Y,288,1943
1629 W Superior St #1,,Sold,Single Family,415000,09/26/19,4,2,,Y,N/A,1896
740 W Fulton St APT 510,,Sold,Condo,392000,07/09/20,2,2,1000,Y,460,2007
2008 W Erie St APT 3W,,Sold,Condo,545000,08/03/20,3,2,No Data,Y,220,2013
1000 W Washington Blvd UNIT 405,,Sold,Condo,675000,08/30/20,,--,,N,N/A,1907
522 N Western Ave #201,,Sold,Condo,665000,06/19/20,3,3,2300,Y,215,2019
1742 W Ohio St #1,,Sold,Condo,625000,12/12/19,4,3,2800,Y,222,1890
525 N Ada St APT 31,,Sold,Condo,317000,06/19/20,1,1,No Data,Y,295,1888
1330 W Hubbard St #1,,Sold,Condo,479000,11/14/19,,--,,N,N/A,Data
1427 W Grand Ave APT 2,,Sold,Condo,575000,08/12/19,3,3,1900,Y,150,2018
1629 W Superior St,,Sold,Single Family,415000,09/24/19,5,5,3775,Y,N/A,2020
1928-30 W Fulton St,,Sold,Single Family,1675000,12/16/19,,--,,N,N/A,2004
524 N Armour St #2W,,Sold,Condo,204000,06/19/20,2,1,No Data,N,129,1891
1929 W Erie St,,Sold,Single Family,1325000,09/16/20,5,4,2087,Y,N/A,2016
2250 W Ohio St APT 102,,Sold,Condo,540000,09/03/20,2,2,1521,Y,368,1943
1216 W Hubbard St #3,,Sold,Condo,582500,12/10/19,2,2,1523,Y,146,2014
2024 W Erie St,,Sold,Single Family,1350000,03/06/20,5,5,4000,Y,N/A,2019
None,,,Condo,N/A,"$233,804",1,1,900,Y,208,2005
1450 W Erie St APT 3E,,Sold,Condo,435000,05/20/20,2,2,1300,Y,162,1995
1502 W Ohio St APT 3F,,Sold,Condo,512500,09/24/19,2,3,No Data,Y,335,2005
1637 W Ohio St,,Sold,Single Family,625000,08/26/20,3,3,1760,Y,N/A,1892
720 W Randolph St APT 605,,Sold,Condo,327500,08/30/20,,--,,N,387,Data
None,,,Condo,N/A,"$406,733",2,2,1350,Y,172,2004
1158 W Ohio St,,Sold,Condo,595000,07/15/20,,--,,N,N/A,Data
1000 W Washington Blvd UNIT 209,,Sold,Condo,340000,08/19/20,1,1,1500,Y,437,1882
1118 W Fulton St #206,,Sold,Condo,525000,07/21/20,2,2,1375,Y,391,1925
215 N Aberdeen St UNIT 504B,,Sold,Condo,382500,08/16/20,2,2,No Data,Y,602,1918
1215 W Erie St,,Sold,Multi Family,850000,01/09/20,1,4,No Data,N,N/A,1898
1234 W Ohio St #2,,Sold,Condo,498000,06/30/20,2,2,1200,Y,14,2020
1459 W Superior St #3W,,Sold,Condo,647000,12/17/19,3,2,1500,Y,200,2019
1930 W Fulton St,,Sold,Single Family,1675000,12/16/19,,--,,N,N/A,2004
215 N Aberdeen St #R-B2,,Sold,Condo,203000,07/09/20,,1,600,N,150,1918
1448 W Erie St UNIT 1,,Sold,Condo,806000,08/18/20,4,4,2800,Y,179,2019
11 N Green St UNIT 3C,,Sold,Condo,1075000,08/16/20,1,1,1200,Y,342,1915
100 N Hermitage Ave UNIT 613,,Sold,Condo,297500,07/31/19,2,2,1232,Y,518,2006
741 N Wood St,,Sold,Townhouse,510000,10/09/19,2,3,1523,Y,928,1997
1474 W Ohio St #3,,Sold,Condo,659000,07/23/20,3,2,No Data,Y,200,2020
1411 W Ohio St APT 2F,,Sold,Condo,212500,09/11/19,1,1,No Data,N,131,1894
504 N Hermitage Ave #2S,,Sold,Condo,639000,08/27/20,3,3,No Data,Y,227,2020
1460 W Ohio St #1F1F,,Sold,Condo,347500,06/28/20,2,2,,Y,176,2015
1849 W Superior St APT 1,,Sold,Condo,445000,07/29/20,3,3,1700,Y,232,1892
215 N Aberdeen St UNIT 310A,,Sold,Apartment,317000,09/05/19,2,2,,Y,433,1918
1706 W Huron St #1S,,Sold,Condo,401000,05/18/20,4,3,No Data,N,374,1883
2658 W Grand Ave,,Sold,Single Family,647500,09/30/19,4,4,3000,Y,N/A,1890
11 N Green St #P9,,Sold,Single Family,950000,07/20/20,,--,,N,N/A,1915
1000 W Washington Blvd UNIT 139,,Sold,Townhouse,827500,02/17/20,3,3,3135,Y,949,1882
2675 W Grand Ave APT 401,,Sold,Condo,275000,01/12/20,1,1,No Data,Y,155,1918
None,,,Contact manager,N/A,N/A,4,2,,"Pets:Cats, large dogs, small dogs",N/A,ment
1506 W Grand Ave APT 3E,,Sold,Condo,444000,10/10/19,2,2,1400,Y,327,2003
2258 W Huron St UNIT S,,Sold,Condo,414000,04/13/20,2,2,1400,Y,377,1914
636 N Racine Ave APT 3S,,Sold,Condo,425000,04/19/20,3,2,1400,Y,325,2005
1742 W Ohio St #1,,Sold,Condo,625000,12/15/19,,--,,N,N/A,Data
1000 W Washington Blvd UNIT 543,,Sold,Condo,595000,08/06/19,2,2,1700,Y,690,1882
1800 W Erie St APT 8,,Sold,Condo,382500,10/21/19,2,2,No Data,Y,250,2004
469 N Paulina St APT 302,,Sold,Condo,625000,01/28/20,3,2,1700,Y,392,2017
2238 W Maypole Ave UNIT 302,,Sold,Condo,290000,09/16/20,3,2,1948,Y,352,2006
516 N Noble St,,Sold,Condo,491000,07/19/20,2,3,1600,Y,275,1881
1947 W Erie St #3,,Sold,Condo,485000,08/03/20,3,2,1700,Y,189,2004
1000 W Washington Blvd UNIT 404,,Sold,Condo,460000,10/31/19,1,1,1400,Y,661,1884
None,,,Condo,N/A, Details,3,3,2100,Y,379,2007
503 N Hartland Ct,,Sold,Multi Family,1100000,01/08/20,4,4,4464,Y,N/A,1917
739 N Wood St,,Sold,Townhouse,499000,09/18/20,2,3,1523,Y,928,1997
23 N Green St UNIT 401,,Sold,Townhouse,5250,09/01/20,4,2.,,Y,37,1900
1700 W Erie St,,Sold,Single Family,1125000,09/11/19,5,4,4300,Y,N/A,2013
1156 W Ohio St,,Sold,Condo,595000,07/15/20,,--,,N,N/A,Data
2638 W Grand Ave,,Sold,Single Family,452500,11/05/19,3,3,1827,Y,N/A,1889
1427 W Erie St #1,,Sold,Condo,480000,07/26/20,3,2,No Data,Y,170,2002
1508 W Ohio St APT 3,,Sold,Condo,578000,08/13/20,3,3,1780,Y,358,2016
740 W Fulton St APT 1102,,Sold,Condo,529000,07/02/20,2,2,1345,Y,697,2007
453 N May St APT 2S,,Sold,Condo,535000,06/02/20,2,2,,N,472,2005
1727 W Grand Ave,,Sold,Single Family,400000,11/12/19,4,1.,,Y,N/A,1880
707 N Leavitt St,,Sold,Single Family,665000,12/03/19,3,4,2400,Y,1380,2002
529 N Racine Ave APT 4,,Sold,Condo,418500,01/02/20,2,2,1500,Y,200,2005
2033 W Superior St APT 2E,,Sold,Condo,527500,09/10/20,3,2,1800,Y,250,1999
2037 W Erie St APT 2,,Sold,Condo,395000,10/25/19,2,2,1100,Y,205,2001
525 N Ada St APT 41,,Sold,Condo,310000,09/05/19,2,1,No Data,Y,301,1992
1156 W Ohio St #1W,,Sold,Condo,799000,11/22/19,3,4,2500,Y,350,2019
1953 W Superior St,,Sold,Multi Family,475000,03/27/20,4,3,No Data,Y,N/A,1883
215 N Aberdeen St UNIT 609B,,Sold,Condo,775000,11/06/19,3,3,1750,Y,792,1902
407 N Elizabeth St APT 104,,Sold,Condo,877500,11/13/19,2,3,5000,Y,411,1921
1523 W Huron St #3,,Sold,Condo,600000,01/22/20,3,2,2500,Y,165,2008
2133 W Superior St,,Sold,Single Family,1200000,01/21/20,4,4,2000,Y,N/A,1895
720 W Randolph St APT 506,,Sold,Condo,425000,10/10/19,,--,,N,387,Data
1829 W Huron St APT 2S,,Sold,Condo,342000,08/14/20,2,1,1200,Y,150,1889
513 N May St #1,,Sold,Condo,1099000,07/31/20,3,3,3348,Y,200,2020
1951 W Ohio St,,Sold,Single Family,895000,12/01/19,4,3.,3400,Y,N/A,2014
1415 W Chicago Ave SUITE 1,,Sold,Condo,514000,06/22/20,3,2,1800,Y,304,2005
1846 W Superior St,,Sold,Multi Family,825000,08/20/19,4,5,No Data,Y,N/A,1892
106 N Aberdeen St UNIT 5H,,Sold,Condo,367000,07/01/20,1,2,750,Y,359,1915
2147 W Huron St,,Sold,Single Family,1080000,08/09/20,4,4,No Data,Y,N/A,2012
539 N Artesian Ave,,Sold,Single Family,1100000,08/26/20,5,4,4286,Y,N/A,2013
2605 W Chicago Ave #07,,Sold,Multi Family,595000,05/19/20,6,3,No Data,Y,N/A,1895
1216 W Huron St APT 201,,Sold,Condo,799800,02/13/20,3,3,2353,Y,N/A,2019
1050 W Hubbard St APT 2G,,Sold,Condo,475000,05/11/20,,--,,N,469,Data
741 W Randolph St,,Sold,Single Family,7000000,12/04/19,,--,,N,N/A,1909
1415 W Chicago Ave UNIT 3,,Sold,Condo,545000,03/11/20,3,2,1800,Y,331,2005
None,,,Contact manager,N/A,N/A,3,3,,"Pets:Cats, large dogs, small dogs",1,ment
1517 W Ohio St #P-2,,Sold,Single Family,305000,10/10/19,,--,,N,205,2006
2126 W Ohio St,,Sold,Single Family,940000,10/17/19,3,2.,,Y,N/A,1997
504 N Hermitage Ave #2W,,Sold,Condo,549000,08/18/20,3,3,No Data,Y,207,2020
1234 W Ohio St #3,,Sold,Condo,581000,06/25/20,2,2,1200,Y,15,2020
1414 W Ohio St,,Sold,Single Family,781000,10/30/19,3,2.,1950,Y,N/A,Data
522 N Western Ave #202,,Sold,Condo,700000,10/18/19,3,3,2300,Y,285,2019
1901 W Chicago Ave APT 3,,Sold,Condo,417500,04/23/20,2,2,1400,Y,260,2004
None,,,Condo,N/A,"$430,167",2,2,1250,Y,250,2004
1050 W Hubbard St APT 2G,,Sold,Condo,475000,05/11/20,2,2,No Data,Y,442,1910
448 N Carpenter St #G,,Sold,Townhouse,780000,12/04/19,3,2,1224,Y,150,1996
720 W Randolph St APT 506,,Sold,Condo,425000,10/10/19,2,2,No Data,Y,397,2003
740 W Fulton St APT 613,,Sold,Condo,490000,08/14/19,2,2,1391,Y,628,2006
1800 W Erie St APT 2,,Sold,Condo,398000,09/08/19,2,2,1100,Y,250,2004
516 N Elizabeth St APT 3S,,Sold,Condo,431000,08/11/20,2,2,,N,N/A,Data
100 N Hermitage Ave UNIT 911,,Sold,Condo,203500,11/17/19,1,1,900,Y,372,2006
756 N Leavitt St #25E,,Sold,Condo,642000,01/07/20,,--,,N,N/A,Data
2014 W Erie St,,Sold,Condo,374500,12/02/19,2,2,1200,Y,107,2002
526 N Claremont Ave #1,,Sold,Condo,549000,09/14/20,4,3,2400,Y,175,2002
723 N Elizabeth St APT 3,,Sold,Condo,295000,08/10/20,2,1,No Data,Y,161,2005
516 N Leavitt St #1,,Sold,Condo,255000,07/15/20,1,1,1010,N,136,1890
1314 W Ohio St APT 4,,Sold,Condo,535000,07/14/20,2,2,1500,Y,124,2003
524 N Western Ave,,Sold,Single Family,525000,02/20/20,3,3,2300,Y,215,2019
1605 W Ohio St #1,,Sold,Condo,819508,11/29/19,3,3,2620,Y,N/A,2018
1923 W Race Ave,,Sold,Single Family,750000,11/03/19,4,4,2800,Y,N/A,1996
1937 W Ohio St,,Sold,Single Family,1050000,07/30/20,4,4,3300,Y,N/A,2014
1510 W Grand Ave APT 2E,,Sold,Condo,422500,07/19/20,2,2,1550,Y,301,2003
720 W Randolph St APT 1108,,Sold,Condo,419000,05/29/20,2,2,No Data,Y,552,2003
400 N Peoria St,,Sold,Single Family,7800000,12/23/19,,--,,N,3,2003
1632 W Erie St UNIT 3,,Sold,Condo,515000,01/24/20,3,2,1750,Y,232,1999
1020 W Lake St,,Sold,Apartment,3000000,10/31/19,,--,,N,N/A,1889
2611 W Superior St,,Sold,Single Family,705000,05/28/20,5,3,4000,Y,N/A,1890
2125 W Grand Ave,,Sold,N/A,57500,08/07/19,2,N/A,N/A,N/A,N/A,N/A
417 N Noble St APT 1,,Sold,Condo,410000,09/26/19,2,2,,Y,247,2001
526 N May St APT 3,,Sold,Condo,430000,12/05/19,2,2,No Data,Y,135,2001
11 N Green St UNIT 2B,,Sold,N/A,785000,08/26/20,3,3,,N/A,N/A,N/A
1638 W Ontario St,,Sold,N/A,715000,02/04/20,4,3,,N/A,N/A,N/A
None,,,Contact manager,N/A,N/A,1,1,,"Pets:Cats, small dogs",N/A,ment
11 N Green St #P14,,Sold,N/A,950000,07/20/20,,--,,N/A,N/A,N/A
1322 W Huron St APT 3S,,Sold,Condo,280000,09/10/19,2,1,900,N,229,2016
737 W Washington Blvd APT 3410,,Sold,Condo,570000,05/14/20,2,2,1600,Y,1254,2003
1243 W Ohio St #1,,Sold,Condo,660000,09/16/20,3,3,2200,Y,230,2017
1437 W Grand Ave #2S,,Sold,Condo,899000,04/17/20,4,3,3000,Y,190,2019
2330 W Huron St APT 1E,,Sold,Condo,359000,08/24/20,2,2,1400,Y,225,1899
522 N Western Ave #402,,Sold,Condo,595000,06/16/20,3,2,1640,Y,197,2019
1649 W Grand Ave,,Sold,Condo,37500,05/28/20,,--,,N,N/A,Data
457 N Aberdeen St APT 3N,,Sold,Condo,455000,03/16/20,2,2,No Data,Y,229,2017
1437 W Grand Ave,,Sold,N/A,750000,08/04/20,3,N/A,N/A,N/A,N/A,N/A
23 N Green St #P-11,,Sold,Single Family,865000,04/26/20,,--,,N,406,1900
1000 W Washington Blvd UNIT 206,,Sold,Condo,540000,08/28/19,,--,,N,989,1907
1118 W Fulton St #201,,Sold,Condo,349000,06/01/20,1,1,950,Y,284,1925
720 W Randolph St APT 508,,Sold,Condo,30000,05/04/20,,--,,N,387,Data
1260 W Washington Blvd #P-4,,Sold,Single Family,500000,08/26/19,,--,,N,408,1998
611 N Noble St #2,,Sold,Condo,388000,07/15/20,2,2,,Y,109,2004
1432 W Erie St APT 2F,,Sold,Condo,305000,03/11/20,1,2,1150,Y,173,1998
1800 W Erie St APT 6,,Sold,Condo,382500,02/24/20,2,2,1000,Y,250,2004
1500 W Grand Ave APT 1E,,Sold,Condo,520000,08/07/20,3,3,2000,Y,298,2004
516 N Elizabeth St APT 2S,,Sold,Condo,495000,01/02/20,2,2,1426,Y,371,1999
450 N Racine Ave,,Sold,N/A,540000,07/28/20,2,N/A,N/A,N/A,N/A,N/A
215 N Aberdeen St #P-59,,Sold,Multi Family,675000,04/13/20,3,2.,,N,433,2001
2123 W Huron St,,Sold,Multi Family,976000,08/26/19,1,5,4000,Y,N/A,1894
1513 W Ohio St APT 1E,,Sold,Condo,752500,04/12/20,4,3,No Data,Y,225,2020
222 N Halsted St,,Sold,Single Family,50300000,09/18/19,,--,,N,N/A,Data
2317 W Ohio St,,Sold,Multi Family,475000,08/21/20,6,4,1890,Y,N/A,1905
522 N Western Ave #303,,Sold,Condo,500000,07/24/20,3,2,1580,Y,197,2019
1327 W Grand Ave #1E,,Sold,Condo,735000,12/03/19,,--,,N,N/A,Data
1216 W Huron St #101,,Sold,Condo,690000,02/02/20,3,3,2140,Y,220,2019
737 W Washington Blvd APT 1604,,Sold,Condo,540000,09/04/19,,--,,N,836,2000
2253 W Huron St #2,,Sold,Condo,533500,05/15/20,3,2,1600,Y,300,2015
632 N Racine Ave APT 1N,,Sold,Condo,515000,04/29/20,3,3,No Data,Y,258,2002
525 N Ada St APT 34,,Sold,Condo,287500,08/06/19,1,1,995,Y,275,1945
740 W Fulton St APT 508,,Sold,Condo,405000,09/17/19,2,2,991,Y,339,2007
1800 W Erie St APT 8,,Sold,Condo,382500,10/23/19,,--,,N,N/A,2002
1947 W Race Ave,,Sold,Single Family,1000000,07/12/20,3,4,3852,Y,N/A,2011
400 N Racine Ave APT 219,,Sold,Multi Family,833000,07/27/20,2,1,,N,N/A,Data
2730 W Maypole Ave,,Sold,Single Family,310000,06/30/20,4,4,1440,Y,N/A,1882
1203 W Superior St #1A,,Sold,Condo,728000,06/02/20,4,3,2900,Y,233,2019
1653 W Fulton St #A,,Sold,Condo,211000,12/05/19,2,2,1900,N,N/A,2015
210 N Halsted St UNIT 4,,Sold,Condo,725000,10/15/19,3,2,No Data,Y,225,2010
2341 W Chicago Ave #2F,,Sold,Condo,510000,08/21/20,2,2,No Data,Y,260,2020
1409 W Superior St #P1,,Sold,Single Family,308000,08/14/19,,--,,N,140,1945
106 N Aberdeen St UNIT 4H,,Sold,Condo,352500,08/04/20,1,2,No Data,Y,352,1912
722 N Ada St APT 1,,Sold,Condo,592500,08/03/20,3,3,No Data,Y,186,2016
1649 W Grand Ave,,Sold,Condo,625000,02/24/20,,--,,N,N/A,Data
737 W Washington Blvd APT 809,,Sold,Condo,347500,09/17/20,,--,,N,836,2000
2018 W Ohio St,,Sold,Single Family,696500,05/27/20,4,4,2400,Y,N/A,1968
1506 W Grand Ave APT 1E,,Sold,Condo,490000,02/06/20,3,3,2200,Y,408,2004
1150 W Hubbard St APT 2W,,Sold,Condo,705000,08/15/19,3,2,1750,Y,280,2016
2432 W Huron St,,Sold,Single Family,585000,07/22/20,3,2,2135,Y,N/A,1890
1327 W Grand Ave #1E,,Sold,Condo,735000,11/26/19,4,3,No Data,Y,245,2014
1216 W Huron St #102,,Sold,Condo,680000,02/02/20,3,3,No Data,Y,220,2019
1853 W Race Ave,,Sold,Single Family,845000,10/22/19,4,5,3000,Y,503,2008
1909 W Huron St,,Sold,Single Family,1140000,03/10/20,4,4,4300,Y,N/A,2008
1116 W Hubbard St APT 3W,,Sold,Condo,506500,02/26/20,2,2,1375,Y,283,2007
2439 W Erie St APT 2E,,Sold,Condo,245000,11/12/19,2,2,950,Y,100,1997
721 N Ada St UNIT 2,,Sold,N/A,785000,08/05/19,2,N/A,N/A,N/A,N/A,N/A
400 N Racine Ave APT 106,,Sold,Condo,730000,09/10/19,3,1,2650,Y,355,1990
120 N Leavitt St UNIT 201,,Sold,Condo,300000,08/13/20,3,2,1639,Y,345,2007
1729 W Erie St APT 1N,,Sold,Condo,213000,08/13/20,1,1,No Data,N,135,1890
515 N Noble St APT 407,,Sold,Condo,360000,12/26/19,2,1,1400,Y,313,1884
1360 W Hubbard St APT 2E,,Sold,Condo,438000,08/21/20,3,2,1400,Y,300,2003
2238 W Ohio St,,Sold,Single Family,940000,06/25/20,4,3.,3837,Y,N/A,2006
2007 W Superior St #1E,,Sold,Condo,500000,03/17/20,3,3,,Y,N/A,2001
2341 W Chicago Ave #4F,,Sold,Condo,574900,06/01/20,2,2,No Data,Y,277,2020
1214 W Huron St,,Sold,Single Family,800000,02/23/20,,--,,N,N/A,Data
1506 W Superior St APT 1,,Sold,Condo,642000,01/20/20,4,3,2400,Y,265,2015
100 N Hermitage Ave UNIT 803,,Sold,Condo,290000,04/13/20,2,2,1250,Y,482,2006
11 N Green St #P8,,Sold,Single Family,575000,01/16/20,,--,,N,N/A,1915
756 N Leavitt St APT 2SW,,Sold,Condo,607000,07/31/20,3,2,1675,Y,321,2013
1217 W Ohio St,,Sold,N/A,955000,03/03/20,5,N/A,N/A,N/A,N/A,N/A
1400 W Ohio St APT 1,,Sold,Apartment,240000,09/24/19,2,1,,Y,223,1996
525 N Ada St APT 38,,Sold,Condo,345000,09/23/19,2,1,No Data,Y,365,1947
